,PMID,Publication Title,Authors,Publication Date,Journal,dbgap_accession,RADx Program,Study Name,Citations,IF,All PHS,Study Count
364,34737177,Masking Adherence in K-12 Schools and SARS-CoV-2 Secondary Transmission.,"Moorthy GS, Mann TK, Boutzoukas AE, Blakemore A, Brookhart MA, Edwards L, Jackman JG, Panayotti GMM, Warren T, Pendleton J, GarcÃ©s AW, Corneli A, Weber DJ, Kalu IC, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,7,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
365,34737176,"Urban Classification, Not COVID-19 Community Rates, Was Associated With Modes of Learning in US K-12 Schools?","Goldman JL, Schuster JE, Maier VF, Anand R, Hill EE, Butteris SM, DeMuri GP, Omidfar SA, Brookhart MA, Pak J, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,8,6.2,"['phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",6
366,34737175,A School-Based SARS-CoV-2 Testing Program: Testing Uptake and Quarantine Length After In-School Exposures.,"Boutzoukas AE, Zimmerman KO, Mann TK, Moorthy GS, Blakemore A, McGann KA, Smith MJ, Nutting B, Kerley K, Brookhart MA, Edwards L, Rak Z, Benjamin DK, Kalu IC",2022 Feb 1,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
367,34737173,Implementation of School-Based COVID-19 Testing Programs in Underserved Populations.,"Haroz EE, Kalb LG, Newland JG, Goldman JL, Mast DK, Ko LK, Grass R, Shah P, Walsh T, Schuster JE",2022 Feb 1,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,13,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs003361', 'phs002870']",8
368,34737171,Secondary Transmission of COVID-19 in K-12 Schools: Findings From 2 States.,"Boutzoukas AE, Zimmerman KO, Benjamin DK, DeMuri GP, Kalu IC, Smith MJ, McGann KA, Koval S, Brookhart MA, Butteris SM",2022 Feb 1,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,16,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
369,34737170,From Research to Policy: Reopening K-12 Schools in North Carolina During the COVID-19 Pandemic.,"Zimmerman KO, Jackman JG, Benjamin DK",2022 Feb 1,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,4,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
370,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
371,37394504,Utilization and Impact of Symptomatic and Exposure SARS-CoV-2 Testing in K-12 Schools.,"Schuster JE, Erickson TR, Goldman JL, Benjamin DK, Brookhart MA, Dewhurst S, Fist A, Foxe J, Godambe M, Gwynn L, Kiene SM, Keener Mast D, McDaniels-Davidson C, Newland JG, Oren E, Selvarangan R, Shinde N, Walsh T, Watterson T, Zand M, Zimmerman KO, Kalu IC",2023 Jul 1,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,0,6.2,"['phs002759', 'phs002800', 'phs002740', 'phs002878', 'phs003361', 'phs003037']",6
372,37394503,Common Data Element Collection in Underserved School Communities: Challenges and Recommendations.,"Uthappa DM, Mann TK, Goldman JL, Schuster JE, Newland JG, Anderson WB, Dozier A, Inkelas M, Foxe JJ, Gwynn L, Gurnett CA, McDaniels-Davidson C, Walsh T, Watterson T, Holden-Wiltse J, Potts JM, D'Agostino EM, Zandi K, Corbett A, Spallina S, DeMuri GP, Wu YP, Pulgaron ER, Kiene SM, Oren E, Allison-Burbank JD, Okihiro M, Lee RE, Johnson SB, Stump TK, Coller RJ, Mast DK, Haroz EE, Kemp S, Benjamin DK, Zimmerman KO",2023 Jul 1,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,0,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",12
373,34737176,"Urban Classification, Not COVID-19 Community Rates, Was Associated With Modes of Learning in US Kâ€“12 Schools?","Goldman JL, Schuster JE, Maier VF, Anand R, Hill EE, Butteris SM, DeMuri GP, Omidfar SA, Brookhart MA, Pak J, Benjamin DK Jr, Zimmerman KO",2022 Feb,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,8,6.2,"['phs002904', 'phs002759', 'phs002800']",3
374,34737175,A School-Based SARS-CoV-2 Testing Program: Testing Uptake and Quarantine Length After In-School Exposures,"Boutzoukas AE, Zimmerman KO, Mann TK, Moorthy GS, Blakemore A, McGann KA, Smith MJ, Nutting B, Kerley K, Brookhart MA, Edwards L, Rak Z, Benjamin DK Jr, Kalu IC",2022 Feb,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,2,6.2,"['phs002904', 'phs002759', 'phs002800']",3
375,34737171,Secondary Transmission of COVID-19 in Kâ€“12 Schools: Findings From 2 States,"Boutzoukas AE, Zimmerman KO, Benjamin DK Jr, DeMuri GP, Kalu IC, Smith MJ, McGann KA, Koval S, Brookhart MA, Butteris SM",2022 Feb,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,16,6.2,"['phs002904', 'phs002759', 'phs002870', 'phs002800']",4
376,34737170,From Research to Policy: Reopening Kâ€“12 Schools in North Carolina During the COVID-19 Pandemic,"Zimmerman KO, Jackman JG, Benjamin DK Jr",2022 Feb,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,4,6.2,"['phs002904', 'phs002759', 'phs002800']",3
377,34737180,School-Academic Partnerships in Support of Safe Return to Schools During the COVID-19 Pandemic,"Dâ€™Agostino EM, Haroz EE, Linde S, Layer M, Green M, Ko LK",2022 Feb,Pediatrics,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,5,6.2,"['phs002759', 'phs002800']",2
378,35698094,Assessing COVID-19 testing strategies in K-12 schools in underserved populations: study protocol for a cluster-randomized trial,"Hayes S, Malone S, Bonty B, Mueller N, Reyes SM, Reyes SA, Evans C, Wilcher-Roberts M, Watterson T, Akuse S, Shelley J, Yuan G, Lackey I, Prater J, Montgomery B, Williams C, Butler-Barnes ST, Caburnay C, Dougherty NL, Liu J, Lai A, Neidich J, Fritz S, Newland JG",2022 Jun 13,BMC Public Health,phs002759,RADx-UP,Assessing Testing Strategies for Safe Return to K-12 Schools in an Underserved Population,4,3.5,['phs002759'],1
379,36411144,COVID-19 Self-Testing Preferences Linked to Political Perspectives: Social Determinants in the U.S. Pandemic,"Fishman J, Bien-Gund CH, Bisson GP, Baik Y",2022 Nov 3,American Journal of Preventive Medicine,phs002760,RADx-UP,COVID Self-Testing Through Rapid Network Distribution (C-STRAND),1,4.3,['phs002760'],1
380,34606989,The COVID-19 Self-Testing through Rapid Network Distribution (C-STRAND) trial: A randomized controlled trial to increase COVID-19 testing in underserved populations,"Bien-Gund CH, Shah J, Ho JI, Stephens-Shields A, Shea K, Fishman J, Thirumurthy H, Acri T, Dugosh K, Gross R",2021 Oct 2,Contemporary Clinical Trials,phs002760,RADx-UP,COVID Self-Testing Through Rapid Network Distribution (C-STRAND),6,2.0,['phs002760'],1
381,33471114,Factors Associated With US Public Motivation to Use and Distribute COVID-19 Self-tests,"Bien-Gund C, Dugosh K, Acri T, Brady K, Thirumurthy H, Fishman J, Gross R",2021 Jan 20,JAMA Network Open,phs002760,RADx-UP,COVID Self-Testing Through Rapid Network Distribution (C-STRAND),18,10.5,['phs002760'],1
382,36195771,Case growth analysis to inform local response to COVID-19 epidemic in a diverse U.S community,"de Oliveira Otto MC, Brito FA, Tark JY, Bakota E, Yamal JM, Marko D, Sharma SV, Brown MR, Appana SN, Rector AM, Linder SH, Kiger J, Tseng KC, Morrison AC, Boerwinkle E",2022 Oct 4,Scientific Reports,phs002761,RADx-UP,Addressing COVID-19 Testing Disparities in Vulnerable Populations Using a Community JITAI (Just in Time Adaptive Intervention) Approach-A UTHealth CTSA Program,0,3.8,['phs002761'],1
383,37113378,"Lessons Learned From Interdisciplinary Efforts to Combat COVID-19 Misinformation: Development of Agile Integrative Methods From Behavioral Science, Data Science, and Implementation Science","Myneni S, Cuccaro P, Montgomery S, Pakanati V, Tang J, Singh T, Dominguez O, Cohen T, Reininger B, Savas LS, Fernandez ME",2023 Feb 3,JMIR Infodemiology,phs002761,RADx-UP,Addressing COVID-19 Testing Disparities in Vulnerable Populations Using a Community JITAI (Just in Time Adaptive Intervention) Approach-A UTHealth CTSA Program,1,3.5,['phs002761'],1
384,36516388,A Novel Bayesian Spatialâ€“Temporal Approach to Quantify SARS-CoV-2 Testing Disparities for Small Area Estimation,"Bauer C, Li X, Zhang K, Lee M, Guajardo E, Fisher-Hoch S, McCormick J, Fernandez ME, Reininger B",2023 Jan,American Journal of Public Health,phs002761,RADx-UP,Addressing COVID-19 Testing Disparities in Vulnerable Populations Using a Community JITAI (Just in Time Adaptive Intervention) Approach-A UTHealth CTSA Program,1,9.6,['phs002761'],1
385,35153239,"The CTSA University of Texas Health Science Center (UTHSC) Northeastâ€”Tyler and Rio Grande Valley Success Story: How Rural, Underserved Academic Communities Rapidly Built a Robust Engine for Collaborative COVID-19 Clinical Research","Idell S, McPherson DD, Martin J, Dentino A, Ostrosky-Zeichner L, Philley JV, McGaha P, Devine M, Bronicki J, Karp DD",2022,Journal of health care for the poor and underserved,phs002761,RADx-UP,Addressing COVID-19 Testing Disparities in Vulnerable Populations Using a Community JITAI (Just in Time Adaptive Intervention) Approach-A UTHealth CTSA Program,0,1.2,['phs002761'],1
386,35619825,Trends and Correlates of Breakthrough Infections With SARS-CoV-2,"Yamal JM, Appana S, Wang M, Leon-Novelo L, Bakota E, Ye Y, Sharma S, Morrison AC, Marko D, Linder SH, Rector A, Jetelina KK, Boerwinkle E, de Oliveira Otto M",2022 May 10,Frontiers in Public Health,phs002761,RADx-UP,Addressing COVID-19 Testing Disparities in Vulnerable Populations Using a Community JITAI (Just in Time Adaptive Intervention) Approach-A UTHealth CTSA Program,6,3.0,['phs002761'],1
387,35071172,"Examining Social Vulnerability and the Association With COVID-19 Incidence in Harris County, Texas","Tortolero GA, Otto MD, Ramphul R, Yamal JM, Rector A, Brown M, Peskin MF, Mofleh D, Boerwinkle E",2022 Jan 5,Frontiers in Public Health,phs002761,RADx-UP,Addressing COVID-19 Testing Disparities in Vulnerable Populations Using a Community JITAI (Just in Time Adaptive Intervention) Approach-A UTHealth CTSA Program,4,3.0,['phs002761'],1
388,34081608,Census Tract Patterns and Contextual Social Determinants of Health Associated With COVID-19 in a Hispanic Population From South Texas: A Spatiotemporal Perspective,"Bauer C, Zhang K, Lee M, Fisher-Hoch S, Guajardo E, McCormick J, de la Cerda I, Fernandez ME, Reininger B",2021 Aug 5,JMIR Public Health and Surveillance,phs002761,RADx-UP,Addressing COVID-19 Testing Disparities in Vulnerable Populations Using a Community JITAI (Just in Time Adaptive Intervention) Approach-A UTHealth CTSA Program,8,3.5,['phs002761'],1
389,34922321,Developing RT-LAMP assays for rapid diagnosis of SARS-CoV-2 in saliva,"Huang X, Tang G, Ismail N, Wang X",2021 Dec 16,EBioMedicine,phs002763,RADx-UP,"Investigating the Effectiveness of COVID-19 Testing Choices, Community Engagement, and Culturally-Embedded mHealth Literacy Delivery in a Medically-Underserved, Community-Based Sample",67,9.7,['phs002763'],1
390,36853606,Portable Breath-Based Volatile Organic Compound Monitoring for the Detection of COVID-19 During the Circulation of the SARS-CoV-2 Delta Variant and the Transition to the SARS-CoV-2 Omicron Variant.,"Sharma R, Zang W, Tabartehfarahani A, Lam A, Huang X, Sivakumar AD, Thota C, Yang S, Dickson RP, Sjoding MW, Bisco E, Mahmood CC, Diaz KM, Sautter N, Ansari S, Ward KR, Fan X",2023 Feb 1,JAMA network open,phs002747,RADx-rad,COVID-19 Detection through Scent Analysis with a Compact Gas Chromatography Device,16,10.5,['phs002747'],1
391,36108257,Engaging Asian American Communities During the COVID-19 Era Tainted With Anti-Asian Hate and Distrust.,"Cheng J, Tsoh JY, Guan A, Luu M, Nguyen IV, Tan R, Thao C, Yu E, Lor D, Pham M, Choi J, Kim M, Stewart SL, Burke NJ",2022 Nov,American journal of public health,phs002776,RADx-UP,Getting Asian Americans INFORMED To Facilitate COVID-19 Testing and Vaccination,5,9.6,['phs002776'],1
392,35233516,Improving Asian American health during the Syndemic of COVID-19 and racism.,"Saw A, Yi SS, ÃoÃ n LN, Tsoh JY, Yellow Horse AJ, Kwon SC, Samoa R, Aitaoto N, Takeuchi DT",2022 Mar,EClinicalMedicine,phs002776,RADx-UP,Getting Asian Americans INFORMED To Facilitate COVID-19 Testing and Vaccination,25,9.6,['phs002776'],1
393,36602751,Trends in Racial Discrimination Experiences for Asian Americans During the COVID-19 Pandemic,"McGarity-Palmer R, Saw A, Tsoh JY, Yellow Horse AJ",2023 Jan 5,Journal of Racial and Ethnic Health Disparities,phs002776,RADx-UP,Getting Asian Americans INFORMED To Facilitate COVID-19 Testing and Vaccination,10,3.2,['phs002776'],1
394,36692660,"Profiles of a COVID-19 Syndemic: Anti-Asian Racism, Economic Challenges, and Mental and Physical Health","McGarity-Palmer R, Saw A, Horse AJ, Yi SS, Tsoh J, Takeuchi D",2023 Jan 24,Journal of Racial and Ethnic Health Disparities,phs002776,RADx-UP,Getting Asian Americans INFORMED To Facilitate COVID-19 Testing and Vaccination,3,3.2,['phs002776'],1
395,36142059,Exploration of Multilevel Barriers and Strategies That Affected Early COVID-19 Vaccination and Testing in Rural Latino Communities in Southwest Florida.,"Buro AW, Roman Candelaria K, Bailey R, Luna F, Albizu-Jacob A, Stern M, Redwine L",2022 Sep 18,International journal of environmental research and public health,phs002777,RADx-UP,"Social, Ethical, and Behavioral Implications Research on COVID-19: Testing and Vaccine Uptake Among Rural Latino Migrants in Southwest Florida",1,2.6,['phs002777'],1
396,37279751,Nucleic acid biomarkers of immune response and cell and tissue damage in children with COVID-19 and MIS-C.,"Loy CJ, Sotomayor-Gonzalez A, Servellita V, Nguyen J, Lenz J, Bhattacharya S, Williams ME, Cheng AP, Bliss A, Saldhi P, Brazer N, Streithorst J, Suslovic W, Hsieh CJ, Bahar B, Wood N, Foresythe A, Gliwa A, Bhakta K, Perez MA, Hussaini L, Anderson EJ, Chahroudi A, Delaney M, Butte AJ, DeBiasi RL, Rostad CA, De Vlaminck I, Chiu CY",2023 Jun 20,Cell reports. Medicine,phs002781,RADx-rad,Discovery and Clinical Validation of Host Biomarkers of Disease Severity and Multi-system Inflammatory Syndrome in Children (MIS-C) and COVID-19,8,11.7,['phs002781'],1
397,36134603,Neutralizing Immunity Induced Against the Omicron BA.1 and BA.2 Variants in Vaccine Breakthrough Infections.,"Brazer N, Morris MK, Servellita V, Anglin K, Saldhi P, Garcia-Knight M, Bethancourt S, Sotomayor-Gonzalez A, Wang B, Foresythe A, Nguyen J, Gliwa AS, Pineda-Ramirez J, Sanchez RD, Zhang Y, Ott M, Wadford DA, Andino R, Kelly JD, Hanson C, Chiu CY",2022 Nov 11,The Journal of infectious diseases,phs002781,RADx-rad,Discovery and Clinical Validation of Host Biomarkers of Disease Severity and Multi-system Inflammatory Syndrome in Children (MIS-C) and COVID-19,3,5.0,['phs002781'],1
398,35396471,Unlocking capacities of genomics for the COVID-19 response and future pandemics.,"Knyazev S, Chhugani K, Sarwal V, Ayyala R, Singh H, Karthikeyan S, Deshpande D, Baykal PI, Comarova Z, Lu A, Porozov Y, Vasylyeva TI, Wertheim JO, Tierney BT, Chiu CY, Sun R, Wu A, Abedalthagafi MS, Pak VM, Nagaraj SH, Smith AL, Skums P, Pasaniuc B, Komissarov A, Mason CE, Bortz E, Lemey P, Kondrashov F, Beerenwinkel N, Lam TT, Wu NC, Zelikovsky A, Knight R, Crandall KA, Mangul S",2022 Apr,Nature methods,phs002781,RADx-rad,Discovery and Clinical Validation of Host Biomarkers of Disease Severity and Multi-system Inflammatory Syndrome in Children (MIS-C) and COVID-19,41,36.1,['phs002781'],1
399,34889874,Comparison of First and Second Wave Cohorts of Multisystem Inflammatory Disease Syndrome IN Children.,"Harahsheh AS, Sharron MP, Bost JE, Ansusinha E, Wessel D, DeBiasi RL, Childrenâ€™s National Hospital MIS-C Taskforce",2022 Jan 1,The Pediatric infectious disease journal,phs002781,RADx-rad,Discovery and Clinical Validation of Host Biomarkers of Disease Severity and Multi-system Inflammatory Syndrome in Children (MIS-C) and COVID-19,12,0.2,['phs002781'],1
400,34348808,Cardiac echocardiogram findings of severe acute respiratory syndrome coronavirus-2-associated multi-system inflammatory syndrome in children.,"Harahsheh AS, Krishnan A, DeBiasi RL, Olivieri LJ, Spurney C, Donofrio MT, Cross RR, Sharron MP, Frank LH, Berul CI, Christopher A, Dham N, Srinivasalu H, Ronis T, Smith KL, Kline JN, Parikh K, Wessel D, Bost JE, Litt S, Austin A, Zhang J, Sable CA",2022 May,Cardiology in the young,phs002781,RADx-rad,Discovery and Clinical Validation of Host Biomarkers of Disease Severity and Multi-system Inflammatory Syndrome in Children (MIS-C) and COVID-19,11,0.9,['phs002781'],1
401,33521749,"Cell-free DNA tissues of origin by methylation profiling reveals significant cell, tissue, and organ-specific injury related to COVID-19 severity.","Cheng AP, Cheng MP, Gu W, Sesing Lenz J, Hsu E, Schurr E, Bourque G, Bourgey M, Ritz J, Marty FM, Chiu CY, Vinh DC, De Vlaminck I",2021 Apr 9,"Med (New York, N.Y.)",phs002781,RADx-rad,Discovery and Clinical Validation of Host Biomarkers of Disease Severity and Multi-system Inflammatory Syndrome in Children (MIS-C) and COVID-19,36,12.8,['phs002781'],1
402,37128434,An Unsupervised Cluster Analysis of Post-COVID-19 Mental Health Outcomes and Associated Comorbidities,"Brown KA, Sarkar IN, Crowley KM, Aluthge DP, Chen ES",2023 Apr 29,AMIA Annual Symposium Proceedings,phs002775,RADx-UP,Developing a Realtime Monitoring System and Program to Improve COVID-19 Testing for Latinx Populations,54,,"['phs002775', 'phs002662']",2
403,37394512,Building School-Academic Partnerships to Implement COVID-19 Testing in Underserved Populations.,"Goldman JL, Kalu IC, Schuster JE, Erickson T, Mast DK, Zimmerman K, Benjamin DK, Kalb LG, Gurnett C, Newland JG, Sherby M, Godambe M, Shinde N, Watterson T, Walsh T, Foxe J, Zand M, Dewhurst S, Coller R, DeMuri GP, Archuleta S, Ko LK, Inkelas M, Manuel V, Lee R, Oh H, Murugan V, Kramer J, Okihiro M, Gwynn L, Pulgaron E, McCulloh R, Broadhurst J, McDaniels-Davidson C, Kiene S, Oren E, Wu Y, Wetter DW, Stump T, Brookhart MA, Fist A, Haroz E",2023 Jul 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003128', 'phs003127', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003361', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",15
404,37394504,Utilization and Impact of Symptomatic and Exposure SARS-CoV-2 Testing in K-12 Schools.,"Schuster JE, Erickson TR, Goldman JL, Benjamin DK, Brookhart MA, Dewhurst S, Fist A, Foxe J, Godambe M, Gwynn L, Kiene SM, Keener Mast D, McDaniels-Davidson C, Newland JG, Oren E, Selvarangan R, Shinde N, Walsh T, Watterson T, Zand M, Zimmerman KO, Kalu IC",2023 Jul 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),0,6.2,"['phs002759', 'phs002800', 'phs002740', 'phs002878', 'phs003361', 'phs003037']",6
405,37394503,Common Data Element Collection in Underserved School Communities: Challenges and Recommendations.,"Uthappa DM, Mann TK, Goldman JL, Schuster JE, Newland JG, Anderson WB, Dozier A, Inkelas M, Foxe JJ, Gwynn L, Gurnett CA, McDaniels-Davidson C, Walsh T, Watterson T, Holden-Wiltse J, Potts JM, D'Agostino EM, Zandi K, Corbett A, Spallina S, DeMuri GP, Wu YP, Pulgaron ER, Kiene SM, Oren E, Allison-Burbank JD, Okihiro M, Lee RE, Johnson SB, Stump TK, Coller RJ, Mast DK, Haroz EE, Kemp S, Benjamin DK, Zimmerman KO",2023 Jul 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),0,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs002661', 'phs002800', 'phs003376', 'phs002740', 'phs002878', 'phs003056', 'phs002825', 'phs003037', 'phs002870']",12
406,37394501,Reflections From School Communities in Underserved Populations on Childhood COVID-19 Vaccination.,"Pulgaron ER, D'Agostino EM, Johnson SB, Ko LK, Drain PK, Duran MC, Keener Mast D, Kay S, Layer MA, Kenworthy T, Dozier A",2023 Jul 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),2,6.2,"['phs003056', 'phs002740', 'phs003037', 'phs002800']",4
407,35260896,School Masking Policies and Secondary SARS-CoV-2 Transmission.,"Boutzoukas AE, Zimmerman KO, Inkelas M, Brookhart MA, Benjamin DK, Butteris S, Koval S, DeMuri GP, Manuel VG, Smith MJ, McGann KA, Kalu IC, Weber DJ, Falk A, Shane AL, Schuster JE, Goldman JL, Hickerson J, Benjamin V, Edwards L, Erickson TR, Benjamin DK",2022 Jun 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),31,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
408,34737181,Quarantine Elimination for K-12 Students With Mask-on-Mask Exposure to SARS-CoV-2.,"Boutzoukas AE, Zimmerman KO, Benjamin DK, Chick KJ, Curtiss J, HÃ¸eg TB",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),7,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
409,34737180,School-Academic Partnerships in Support of Safe Return to Schools During the COVID-19 Pandemic.,"D'Agostino EM, Haroz EE, Linde S, Layer M, Green M, Ko LK",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),5,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
410,34737179,Building a National Framework to Pair Scientists and Schools During a Global Pandemic.,"Zimmerman KO, Goldman JL, Schuster JE, Mena A, Quiriconi M, Butteris SM, Koval S, DeMuri GP, Mueller NB, Benjamin DK, Armstrong SC, Kalu IC, Boutzoukas A, Moorthy GS, Lane H, Weber DJ, Newland JG",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),1,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
411,34737178,Mobilizing Established School Partnerships to Reach Underserved Children During a Global Pandemic.,"Ko LK, Tingey L, Ramirez M, Pablo E, Grass R, Larzelere F, Cisneros O, Chu HY, D'Agostino EM",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
412,34737177,Masking Adherence in K-12 Schools and SARS-CoV-2 Secondary Transmission.,"Moorthy GS, Mann TK, Boutzoukas AE, Blakemore A, Brookhart MA, Edwards L, Jackman JG, Panayotti GMM, Warren T, Pendleton J, GarcÃ©s AW, Corneli A, Weber DJ, Kalu IC, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),7,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
413,34737176,"Urban Classification, Not COVID-19 Community Rates, Was Associated With Modes of Learning in US K-12 Schools?","Goldman JL, Schuster JE, Maier VF, Anand R, Hill EE, Butteris SM, DeMuri GP, Omidfar SA, Brookhart MA, Pak J, Benjamin DK, Zimmerman KO",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),8,6.2,"['phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",6
414,34737175,A School-Based SARS-CoV-2 Testing Program: Testing Uptake and Quarantine Length After In-School Exposures.,"Boutzoukas AE, Zimmerman KO, Mann TK, Moorthy GS, Blakemore A, McGann KA, Smith MJ, Nutting B, Kerley K, Brookhart MA, Edwards L, Rak Z, Benjamin DK, Kalu IC",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),2,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs002870']",7
415,34737173,Implementation of School-Based COVID-19 Testing Programs in Underserved Populations.,"Haroz EE, Kalb LG, Newland JG, Goldman JL, Mast DK, Ko LK, Grass R, Shah P, Walsh T, Schuster JE",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),13,6.2,"['phs002904', 'phs002759', 'phs002947', 'phs003127', 'phs002800', 'phs002740', 'phs003361', 'phs002870']",8
416,34737172,Supporting COVID-19 School Safety for Children With Disabilities and Medical Complexity.,"Sherby MR, Kalb LG, Coller RJ, DeMuri GP, Butteris S, Foxe JJ, Zand MS, Freedman EG, Dewhurst S, Newland JG, Gurnett CA",2022 Feb 1,Pediatrics,phs002800,RADx-UP,Testing for COVID-19 in High Risk Children with Intellectual and Developmental Disabilities (COV-IDD),10,6.2,"['phs003361', 'phs002800']",2
